TXNAME	GENEID	HepG2_directRNA_R1.sorted	A549_directRNA_R2.sorted	A549_directRNA_R3.sorted	HepG2_directRNA_R2.sorted	HepG2_directRNA_R3.sorted	A549_directRNA_R1.sorted
ENST00000340239	ENSG00000183569	0	0	1	0	0	0
ENST00000340552	ENSG00000182541	0	0	0	0	1	0.5
ENST00000340630	ENSG00000100360	0.5	76.4231	0	0	0	9
ENST00000340857	ENSG00000189060	1450	400	154	126	84	47
ENST00000340923	ENSG00000077942	0	0	0	0	0	0
ENST00000341116	ENSG00000128309	3.61995	39.07918	18.3105	0	0	7.39065
ENST00000341184	ENSG00000128268	0	0	1	0	0	0
ENST00000341255	ENSG00000188636	0	58	19	0	0	7
ENST00000341280	ENSG00000188263	0	0	0	0	0	0
ENST00000341976	ENSG00000187792	1	2	0	0	0	1
ENST00000341989	ENSG00000100228	0	0	0	0	0	0
ENST00000342005	ENSG00000161103	0	0	0	0	0	0
ENST00000342111	ENSG00000015475	0	0	0	0	0	0
ENST00000342192	ENSG00000185651	128.20966	471.16061	190.09493	19	16	67
ENST00000342247	ENSG00000099954	0	0	0	0	0	0
ENST00000342312	ENSG00000239900	5	4.20049	3.06191	0	0	0
ENST00000342474	ENSG00000167065	0	0	0	0	0	0
ENST00000342888	ENSG00000182824	0	0	0	0	0	0
ENST00000343518	ENSG00000198062	0	0	0	0	0	0
ENST00000343605	ENSG00000100036	0	16	7	0	0	1
ENST00000343632	ENSG00000100083	13.79896	39.03433	9.37171	1.5	3	10
ENST00000343706	ENSG00000100095	0	0	0	0	0	0
ENST00000343999	ENSG00000188511	0	0	0	0	0	0
ENST00000344033	ENSG00000203416	0	0	0	0	0	0
ENST00000344138	ENSG00000100351	0	0	0	0	0	0
ENST00000344318	ENSG00000100319	3.42857	32.34375	13.5	0	0	1.4
ENST00000344347	ENSG00000100219	0	0	0	0	0	0
ENST00000344404	ENSG00000100106	0	0	0	0	0	0
ENST00000344710	ENSG00000184708	0	0	0	0	0	0
ENST00000344921	ENSG00000099956	1.22914	4.72308	0	0	2.68061	0
ENST00000345044	ENSG00000133460	0	0	2	0	0	0
ENST00000346753	ENSG00000187045	3	0	0	0	0	0
ENST00000347557	ENSG00000183963	0	0	0	0	0	0
ENST00000347635	ENSG00000093000	49	111.94181	39.94872	6	6	7
ENST00000348295	ENSG00000183765	0	1.13343	0	0	0	2.27621
ENST00000348657	ENSG00000100227	5.38402	32.12502	8.4375	1	0	2.875
ENST00000348911	ENSG00000100241	13.3	20.60377	8.33333	0	0	2.85714
ENST00000348946	ENSG00000100298	0	0	0	0	0	0
ENST00000349314	ENSG00000128284	0.33333	0.33333	0	0	0.66667	0
ENST00000349505	ENSG00000100429	1	0	0	0	0	0
ENST00000350028	ENSG00000100347	51	207.68455	89	6	5	30
ENST00000350608	ENSG00000099977	0	0	0	0	0	0
ENST00000351488	ENSG00000100330	4	4.61888	2	0	0	0
ENST00000351933	ENSG00000100105	35.45681	51.17941	8.75	0	2	5
ENST00000351989	ENSG00000128191	1.75239	34.458	6.51864	0	0	6.90549
ENST00000352371	ENSG00000100336	1	0	0	0	0.33333	0
ENST00000352397	ENSG00000100243	259.05224	282	96.88399	37	26	41
ENST00000352645	ENSG00000100403	43	71	19	5	3	6
ENST00000352766	ENSG00000248405	0	0.33333	0	0	0	0
ENST00000353887	ENSG00000186575	0	0	0	0	0	0
ENST00000354336	ENSG00000099942	48	72	18	3	6	4
ENST00000354373	ENSG00000128250	0	0	0	0	0	0
ENST00000354451	ENSG00000100058	0	0	0	0	0	0
ENST00000354694	ENSG00000100029	103.60341	316.68125	116	10	2.5	43.91674
ENST00000354760	ENSG00000196431	0	0	0	0	0	0
ENST00000354853	ENSG00000073146	0	0	0	0	0	0
ENST00000354869	ENSG00000079974	0	6.62418	0	0	0	0.86304
ENST00000354992	ENSG00000133424	8.57143	0	2.90747	0.66667	1.5	1.5
ENST00000355028	ENSG00000099968	0	1.72526	0	0	0	0
ENST00000355143	ENSG00000242114	4.1083	14.33875	4.54902	1	0	2.65302
ENST00000355209	ENSG00000100413	13.79923	117.03109	39.79942	2.66816	0	4.09433
ENST00000355219	ENSG00000099954	0	0	0	0	0	0
ENST00000355257	ENSG00000100138	157.1536	529.39882	200.53057	26.06822	17.35273	74.59445
ENST00000355469	ENSG00000235568	0	0	0	0	0	0
ENST00000355630	ENSG00000196588	22	64.89225	14.13129	0.25	1.16689	1.12754
ENST00000355704	ENSG00000054611	0	0	0	0	0	0
ENST00000355830	ENSG00000184949	0	0	0	0	0	0
ENST00000356087	ENSG00000186976	0	1	0	0	0	0
ENST00000356098	ENSG00000100299	13.12363	9.70018	3.43141	0	0	0
ENST00000356099	ENSG00000241484	0	4	3	0	0	1
ENST00000356244	ENSG00000100401	53.39489	89.83787	147.64766	3.62113	3.43677	3.47216
ENST00000356909	ENSG00000138964	0	0	0	0	0	0
ENST00000356976	ENSG00000100151	4.49768	34.28571	10	0	0	2
ENST00000356998	ENSG00000100060	4	0.5	0	0	0.5	0
ENST00000357068	ENSG00000100033	0	0	0.5	0	0	0
ENST00000357137	ENSG00000196236	5	23	3	4	0	4
ENST00000357179	ENSG00000100038	7.13058	11.2	6.47463	0.5	0	1
ENST00000357436	ENSG00000100092	3	27	5	1	0	0
ENST00000357450	ENSG00000077935	0	0	0	0	0	0
ENST00000357502	ENSG00000185252	0	0	0	0	0	0
ENST00000357586	ENSG00000100280	0	0	0	0	0	0
ENST00000357802	ENSG00000182841	0	1	0	0	0	0
ENST00000357852	ENSG00000198089	0	0.80448	0	0	0	0
ENST00000358079	ENSG00000100296	0	0	0	0	0	0
ENST00000358097	ENSG00000205702	0	0	0	0	0	0
ENST00000358295	ENSG00000219438	20	21.81818	7	0.5	4	4
ENST00000358321	ENSG00000099994	5	52.71429	20	0	0.5	6.66667
ENST00000358431	ENSG00000197077	24	23	8	7	1	7
ENST00000358502	ENSG00000128335	5	20	7	0	2	9
ENST00000358654	ENSG00000258555	0	0	0	0	0	0
ENST00000358743	ENSG00000183963	0	0	0	0	0	0
ENST00000358763	ENSG00000185666	1.9752	0	0	0	0	0
ENST00000359033	ENSG00000100197	0	0	0	0	0	0
ENST00000359114	ENSG00000273899	1.0715	20.64036	17	0	0	1
ENST00000359139	ENSG00000100239	10.15379	8.85252	4.85666	3	0	1
ENST00000359308	ENSG00000196419	267.54693	564.78019	180.14218	45.64808	19.24806	64.74184
ENST00000359337	ENSG00000196576	15.54583	53.84035	9.54308	1.71196	6.14054	3.19056
ENST00000359369	ENSG00000100320	0	0	0	0	0	0
ENST00000359486	ENSG00000100207	9	12.48	4.5	1	0	1.5
ENST00000359500	ENSG00000184058	0	0	0	0	0	0
ENST00000359540	ENSG00000186716	0	0	0	0	0	0
ENST00000359787	ENSG00000198125	0	8.06518	1.96389	0	0	1.52504
ENST00000359859	ENSG00000277690	0	0	0	0	0	0
ENST00000359867	ENSG00000213923	0	0	0	0	0	0
ENST00000359906	ENSG00000172250	0	0	0	0	0	0
ENST00000359963	ENSG00000198445	0	0	0	0	0	0
ENST00000360079	ENSG00000196419	209.36002	617.43564	236.70681	29.00953	17.75194	74.37171
ENST00000360091	ENSG00000182944	0	2.23778	0.83508	0	0	0
ENST00000360124	ENSG00000100197	0	0	0	0	0	0
ENST00000360608	ENSG00000100197	0	0	0	0	0	0
ENST00000360612	ENSG00000198355	69	156	39	14	6	12
ENST00000360719	ENSG00000205560	0	0	0.33333	0	0	0
ENST00000360737	ENSG00000197182	0	5	3	0	0	0
ENST00000360806	ENSG00000183506	1	0	0	0	0	0
ENST00000360835	ENSG00000159307	0	0	0	0	0	0
ENST00000360880	ENSG00000100146	0	0	0	0	0	0
ENST00000360929	ENSG00000100095	0	0	0	0	0	0
ENST00000361034	ENSG00000075240	5.31755	13.90132	6.6102	0	2	0
ENST00000361166	ENSG00000186575	2	3.66249	1	0	0	2
ENST00000361204	ENSG00000198911	90	168	59	19	20	18.4
ENST00000361441	ENSG00000244509	11	30	30	1	1	3
ENST00000361452	ENSG00000186575	0.33333	11.88236	4.1044	0	0	0
ENST00000361473	ENSG00000248405	0	0.33333	0	0	0	0
ENST00000361676	ENSG00000186575	0	0	0	0	0	0
ENST00000361682	ENSG00000093010	227.20641	348.42034	126.80287	27.25824	32.2031	40
ENST00000361684	ENSG00000198792	2.31078	1.84428	0	0	0	0
ENST00000361710	ENSG00000128284	0	0	0	0	0	0
ENST00000361740	ENSG00000100243	1.94776	0	0	0	0	0
ENST00000361906	ENSG00000198792	38.68922	130.38196	50	6	3	15
ENST00000362116	ENSG00000283990	0	0	0	0	0	0
ENST00000362378	ENSG00000199248	0	0	0	0	0	0
ENST00000362512	ENSG00000276027	0	0	0	0	0	0
ENST00000362645	ENSG00000199515	0	0	0	0	0	0
ENST00000362825	ENSG00000199695	0	0	0	0	0	0
ENST00000362913	ENSG00000199783	0	0	0	0	0	0
ENST00000362927	ENSG00000199797	0	0	0	0	0	0
ENST00000362995	ENSG00000199865	0	0	0	0	0	0
ENST00000363187	ENSG00000200057	0	0	0	0	0	0
ENST00000363462	ENSG00000200332	0	0	0	0	0	0
ENST00000363573	ENSG00000200443	0	0	0	0	0	0
ENST00000363578	ENSG00000200448	0	0	0	0	0	0
ENST00000363813	ENSG00000200683	0	0	0	0	0	0
ENST00000364001	ENSG00000200871	0	0	0	0	0	0
ENST00000364106	ENSG00000200976	0	0	0	0	0	0
ENST00000364115	ENSG00000200985	0	0	0	0	0	0
ENST00000364208	ENSG00000201078	0	0	0	0	0	0
ENST00000364339	ENSG00000201209	0	0	0	0	0	0
ENST00000365046	ENSG00000201916	0	0	0	0	0	0
ENST00000365149	ENSG00000202019	0	0	0	0	0	0
ENST00000365188	ENSG00000202058	0	0	0	0	0	0
ENST00000366110	ENSG00000203280	0	0	0	0	0	0
ENST00000366216	ENSG00000213923	0	1	0.5	0	0	0
ENST00000366413	ENSG00000273428	0	0	0	0	0	0
ENST00000366425	ENSG00000203618	0	0	0	0	0	3
ENST00000366463	ENSG00000100350	0	0	0	0	0	0
ENST00000377087	ENSG00000167065	0	0	0.5	0	0	0
ENST00000380711	ENSG00000205559	1	8	5	0	0	0
ENST00000380817	ENSG00000100241	43.7	70.39623	31.66667	9	3	7.14286
ENST00000380903	ENSG00000073169	8.33333	54.75064	12.87577	0.5	0.01097	8.88362
ENST00000380909	ENSG00000170638	9.42606	48.56553	17.38916	0	0	3.43757
ENST00000380981	ENSG00000205632	0	0	0	0	0	0
ENST00000380990	ENSG00000205634	0	0	0	0	0	0
ENST00000380995	ENSG00000054611	1.81101	0	0	1	0	0
ENST00000381019	ENSG00000100416	1.17921	2.1082	1	0	0	0
ENST00000381021	ENSG00000100416	1.94026	0	1.57822	0	0	0
ENST00000381031	ENSG00000075234	55	28	16	6	3	8
ENST00000381037	ENSG00000205643	0	0	0	0	0	0
ENST00000381051	ENSG00000197182	0	3	2	0	0	0
ENST00000381061	ENSG00000130638	0	1.35099	0	0	0	0
ENST00000381176	ENSG00000138944	0	0	0	0	0	0
ENST00000381198	ENSG00000100341	0	0	0	0	0	0
ENST00000381278	ENSG00000128274	0	0	4	0	0	0
ENST00000381348	ENSG00000205704	0	0	0	0	0	1
ENST00000381433	ENSG00000128285	0	0	0	0	0	0
ENST00000381535	ENSG00000100321	0	0	0	0	0	0
ENST00000381551	ENSG00000100311	1	0	0	0	0	0
ENST00000381565	ENSG00000128394	0	2.5	3	0	0	0
ENST00000381568	ENSG00000284554	0	0	0	0	0	0
ENST00000381645	ENSG00000244627	0	0	0	0	1	0
ENST00000381646	ENSG00000244627	0	0	0	0	0	0
ENST00000381669	ENSG00000128298	6	10.39429	9	1	0	0
ENST00000381683	ENSG00000100129	0	3.05186	1.0022	0	0	0
ENST00000381756	ENSG00000100083	0	0	0	0	0	0
ENST00000381792	ENSG00000187045	0	0	0	0	0	0
ENST00000381821	ENSG00000185264	0	0	0	0	0	0
ENST00000381982	ENSG00000133488	0	0	0	0	0	0
ENST00000382011	ENSG00000100297	0	0	0	0	0	0
ENST00000382034	ENSG00000100284	0	0	0	0	0	0
ENST00000382084	ENSG00000205853	0	0	0	0	0	0
ENST00000382086	ENSG00000205853	0	0	0	0	0	0
ENST00000382097	ENSG00000205856	0	0	0	0	0	0
ENST00000382111	ENSG00000100150	0	0	0	0	0	0
ENST00000382112	ENSG00000100150	0	0	0	0	0	0
ENST00000382151	ENSG00000241878	22.94275	11.1759	5.70221	3	1.733	7
ENST00000382162	ENSG00000198089	0	0	0	0	0	0
ENST00000382243	ENSG00000284128	0	0	0	0	0	0
ENST00000382363	ENSG00000099999	0	22	10	0	0	1.97952
ENST00000382565	ENSG00000183765	0	0	0	0	0	0
ENST00000382580	ENSG00000183765	0	2.35223	1.08297	0	0	0
ENST00000382641	ENSG00000206028	0	0	0	0	0	0
ENST00000382734	ENSG00000100058	4.986	12	0	4	1	0
ENST00000382760	ENSG00000100024	0	0	0	0	0	0
ENST00000382821	ENSG00000169314	0	0	0	0	0	0
ENST00000382932	ENSG00000099960	0	0	0	0	0	0
ENST00000382974	ENSG00000099917	3	0	0	0	0	0
ENST00000383024	ENSG00000128191	0	0	0	0	0	0
ENST00000383038	ENSG00000206195	0	0	0	0	0	0
ENST00000383045	ENSG00000184702	0	0	0.15759	0	0	0
ENST00000383094	ENSG00000243156	0	0	0	0	0	0
ENST00000383140	ENSG00000100181	0	0	0	0	0	0
ENST00000383888	ENSG00000206615	0	0	0	0	0	0
ENST00000384012	ENSG00000206739	0	0	0	0	0	0
ENST00000384086	ENSG00000206813	0	0	0	0	0	0
ENST00000384114	ENSG00000206841	0	0	0	0	0	0
ENST00000384498	ENSG00000207227	0	0	0	0	0	0
ENST00000384613	ENSG00000207343	0	0	0	0	0	0
ENST00000384724	ENSG00000207455	0	0	0	0	0	0
ENST00000384726	ENSG00000207457	0	0	0	0	0	0
ENST00000384843	ENSG00000207575	0	0	0	0	0	0
ENST00000384963	ENSG00000207696	0	0	0	0	0	0
ENST00000385018	ENSG00000283871	0	0	0	0	0	0
ENST00000385046	ENSG00000207780	0	0	0	0	0	0
ENST00000385101	ENSG00000284049	0	0	0	0	0	0
ENST00000385140	ENSG00000284520	0	0	0	0	0	0
ENST00000385197	ENSG00000207932	0	0	0	0	0	0
ENST00000385210	ENSG00000284197	0	0	0	0	0	0
ENST00000385288	ENSG00000208023	0	0	0	0	0	0
ENST00000386745	ENSG00000209480	0	0	0	0	0	0
ENST00000386747	ENSG00000209482	0	0	0	0	0	0
ENST00000389262	ENSG00000070413	6.15905	0	0	1	0	2.75
ENST00000389772	ENSG00000241484	0	0	0	0	0	0
ENST00000389774	ENSG00000241484	0	0	0	0	0	0
ENST00000389970	ENSG00000100197	0	0	0	0	0	0
ENST00000389983	ENSG00000188263	0	0	0	0	0	0
ENST00000390282	ENSG00000211637	0	0	0	0	0	0
ENST00000390283	ENSG00000211638	0	0	0	0	0	0
ENST00000390284	ENSG00000211639	0	0	0	0	0	0
ENST00000390285	ENSG00000211640	0	0	0	0	0	0
ENST00000390286	ENSG00000211641	0	0	0	0	0	0
ENST00000390287	ENSG00000211642	0	0	0	0	0	0
ENST00000390289	ENSG00000211643	0	0	0	0	0	0
ENST00000390290	ENSG00000211644	0	0	0	0	0	0
ENST00000390291	ENSG00000211645	0	0	0	0	0	0
ENST00000390293	ENSG00000211647	0	0	0	0	0	0
ENST00000390294	ENSG00000211648	0	0	0	0	0	0
ENST00000390295	ENSG00000211649	0	0	0	0	0	0
ENST00000390296	ENSG00000211650	0	0	0	0	0	0
ENST00000390297	ENSG00000211651	0	0	0	0	0	0
ENST00000390298	ENSG00000211652	0	0	0	0	0	0
ENST00000390299	ENSG00000211653	0	0	0	0	0	0
ENST00000390300	ENSG00000211654	0	0	0	0	0	0
ENST00000390301	ENSG00000211655	0	0	0	0	0	0
ENST00000390302	ENSG00000211656	0	0	0	0	0	0
ENST00000390303	ENSG00000211657	0	0	0	0	0	0
ENST00000390304	ENSG00000211658	0	0	0	0	0	0
ENST00000390305	ENSG00000211659	0	0	0	0	0	0
ENST00000390306	ENSG00000211660	0	0	0	0	0	0
ENST00000390307	ENSG00000211661	0	0	0	0	0	0
ENST00000390308	ENSG00000211662	0	0	0	0	0	0
ENST00000390309	ENSG00000211663	0	0	0	0	0	0
ENST00000390310	ENSG00000211664	0	0	0	0	0	0
ENST00000390311	ENSG00000211665	0	0	0	0	0	0
ENST00000390312	ENSG00000211666	0	0	0	0	0	0
ENST00000390313	ENSG00000211667	0	0	0	0	0	0
ENST00000390314	ENSG00000211668	0	0	0	0	0	0
ENST00000390315	ENSG00000211669	0	0	0	0	0	0
ENST00000390316	ENSG00000211670	0	0	0	0	0	0
ENST00000390318	ENSG00000211672	0	0	0	0	0	0
ENST00000390319	ENSG00000211673	0	0	0	0	0	0
ENST00000390320	ENSG00000211674	0	0	0	0	0	0
ENST00000390321	ENSG00000211675	0	0	0	0	0	0
ENST00000390322	ENSG00000211676	0	0	0	0	0	0
ENST00000390323	ENSG00000211677	0	0	0	0	0	0
ENST00000390324	ENSG00000211678	0	0	0	0	0	0
ENST00000390325	ENSG00000211679	0	0	0	0	0	0
ENST00000390326	ENSG00000211680	0	0	0	0	0	0
ENST00000390327	ENSG00000211681	0	0	0	0	0	0
ENST00000390328	ENSG00000211682	0	0	0	0	0	0
ENST00000390329	ENSG00000211683	0	0	0	0	0	0
ENST00000390330	ENSG00000211684	0	0	0	0	0	0
ENST00000390331	ENSG00000211685	0	0	0	0	0	0
ENST00000390813	ENSG00000212102	0	0	0	0	0	0
ENST00000390914	ENSG00000212216	0	0	0	0	0	0
ENST00000391240	ENSG00000212542	0	0	0	0	0	0
ENST00000391267	ENSG00000212569	0	0	0	0	0	0
ENST00000391625	ENSG00000212939	0	0	0	0	0	0
ENST00000391627	ENSG00000100364	0	0	0	0	0	0
ENST00000393264	ENSG00000213279	0	0	0	0	0	0
ENST00000393906	ENSG00000099992	0	0	0	0	0	0
ENST00000394449	ENSG00000054611	0	0	0	0	0	0
ENST00000395109	ENSG00000184702	0	0	0	0	0	0
ENST00000395590	ENSG00000079974	0	0	0	0	0	0
ENST00000395591	ENSG00000079974	0	1.67795	0	0	0	0
ENST00000395593	ENSG00000079974	0	3.3559	0	0	1	0
ENST00000395595	ENSG00000079974	0	7.36315	1.79668	0	0	0.86304
ENST00000395598	ENSG00000079974	4	3.201	4.20332	0	1	1.27392
ENST00000395613	ENSG00000213683	0	20.81048	1	0	0	1
ENST00000395619	ENSG00000100299	0	2.51279	0	0	1.96052	0
ENST00000395621	ENSG00000100299	0	0	0	0	0	0
ENST00000395650	ENSG00000205560	0	0	0.33333	0	0	0
ENST00000395676	ENSG00000130487	0	0	0	0	0	0
ENST00000395678	ENSG00000025708	1.70219	3.688	0	0	0	0
ENST00000395680	ENSG00000025708	0	0	0	0	0	0
ENST00000395681	ENSG00000025708	0	0	1.06486	0	0	0
ENST00000395693	ENSG00000130489	29	93	47	4	1	11
ENST00000395698	ENSG00000025770	0	1.30052	1.03149	0	0	0
ENST00000395701	ENSG00000025770	0	0	0	1.09869	0	0
ENST00000395732	ENSG00000100253	0	0	0	0	0	0
ENST00000395733	ENSG00000100253	1.5	0	0	0	0	0
ENST00000395736	ENSG00000100284	0	0	0	0	0	0
ENST00000395737	ENSG00000128165	0	0	0	0	0	0
ENST00000395738	ENSG00000128165	35	2	0	4	3	0
ENST00000395741	ENSG00000100239	0	0	0	0	0	0
ENST00000395744	ENSG00000100239	0	0	0	0	0	0
ENST00000395764	ENSG00000185386	0	0	0	0	0	0
ENST00000395778	ENSG00000188130	0	0	0	0	0	0
ENST00000395780	ENSG00000188130	0	1.84905	0.48701	0	0	0
ENST00000395823	ENSG00000213707	0	1	0	0	0	0
ENST00000395827	ENSG00000170638	0	8.46624	2.2994	0	0	1.57225
ENST00000395829	ENSG00000170638	1.2553	0	0	0	0	0
ENST00000395842	ENSG00000073150	5	29.81534	6.60996	0	0	2
ENST00000395852	ENSG00000073146	0	0	0	0	0	0
ENST00000395854	ENSG00000073146	0	0	0	0	0	0
ENST00000395858	ENSG00000073146	0	0	0	0	0	0
ENST00000395876	ENSG00000100427	0	0	0	0	0	0
ENST00000396008	ENSG00000182257	0	2	0	0	0	0
ENST00000396082	ENSG00000100373	1	0	0	0	0	0
ENST00000396096	ENSG00000093000	0	1.0194	0	0	0	0
ENST00000396103	ENSG00000056487	0	3	0.25	0	0	0.25
ENST00000396119	ENSG00000241484	0	0	0	0	0	0
ENST00000396231	ENSG00000186976	0	0	0	0	0	0
ENST00000396265	ENSG00000100300	0	25.85569	9.13265	0.33333	0.5	4.06421
ENST00000396387	ENSG00000213790	1	8	0	2	0	0
ENST00000396398	ENSG00000198951	8.72095	24.76785	13	0	2	5.30563
ENST00000396417	ENSG00000100167	0	0	0	0	0	0
ENST00000396425	ENSG00000100167	0	3	0	0	0	0
ENST00000396426	ENSG00000100167	0	0	0	0	0	0
ENST00000396437	ENSG00000100162	0	0	0	0	0	0
ENST00000396504	ENSG00000100413	14.20077	38.33865	15.82823	0	0	8.24482
ENST00000396512	ENSG00000100412	0	0	1.60377	0	0	0
ENST00000396617	ENSG00000196588	0	0	0	0	0.57878	1.12754
ENST00000396680	ENSG00000128272	650	862	210	83	29.33299	111
ENST00000396811	ENSG00000100211	0	4.57679	4.15385	0	0	2
ENST00000396821	ENSG00000100201	87.86257	212.68841	44	8	13	19
ENST00000396832	ENSG00000213923	66.7885	82.34947	31.03726	5	4	7.58285
ENST00000396884	ENSG00000100146	0	0	0	0	0	0
ENST00000396982	ENSG00000215464	0	0	1	0	0	0
ENST00000397110	ENSG00000133466	0.5	0	0	0	0	0
ENST00000397147	ENSG00000100365	0	0	0	0	0	0
ENST00000397223	ENSG00000100350	0	0	0	0	0	0
ENST00000397224	ENSG00000100350	28.33333	71	36	6	3	13
ENST00000397225	ENSG00000128309	20.09814	57.52808	10.51919	0	12.16114	13.38537
ENST00000397275	ENSG00000100336	0	0	0	0	0	0
ENST00000397278	ENSG00000100342	3	1.5	2	2.5	1	0.5
ENST00000397279	ENSG00000100342	0	0	0	0	0	0
ENST00000397287	ENSG00000128284	0	0	0	0	0	0
ENST00000397289	ENSG00000128284	0.33333	0.33333	0	0	0.66667	0
ENST00000397293	ENSG00000128284	0.33333	0.33333	0	0	0.66667	0
ENST00000397303	ENSG00000100320	2	3.6292	3.14924	0	0	2.19916
ENST00000397305	ENSG00000100320	0	0	0	0	0	0
ENST00000397326	ENSG00000198125	0	0.44724	3.03611	0	0	0
ENST00000397328	ENSG00000198125	0	0	0	0	0	0
ENST00000397394	ENSG00000133424	3.42857	10	2.90747	0.66667	1.5	1.5
ENST00000397426	ENSG00000100225	19.73979	15.92576	4.61482	6	0	3.625
ENST00000397450	ENSG00000184459	0	0	0	0	0	0
ENST00000397452	ENSG00000184459	0	0	0	0	0	0
ENST00000397468	ENSG00000128276	0	0	0	0	0	0
ENST00000397477	ENSG00000214076	0	0	0	0	0	0
ENST00000397492	ENSG00000128245	1.49296	0	0	0	0	0
ENST00000397495	ENSG00000100034	0	3.26107	0	0	0	0
ENST00000397500	ENSG00000241878	0	0	0	0	0	0
ENST00000397518	ENSG00000184708	0	0	0	0	0	0
ENST00000397520	ENSG00000184708	0	0	0	0	0	0
ENST00000397523	ENSG00000184708	0	0	0	0	0	0
ENST00000397525	ENSG00000184708	4.5	8.02569	0	0	0	0
ENST00000397595	ENSG00000214125	0	0	0	0	0	0
ENST00000397641	ENSG00000133422	16	35.88142	22	3	1	3
ENST00000397771	ENSG00000100325	5.23756	13.63471	4.23501	0	0	0
ENST00000397789	ENSG00000186575	0	0	1	0	0	0
ENST00000397871	ENSG00000100296	8.89723	9.78773	11.97677	1.33333	0	0
ENST00000397872	ENSG00000100296	11.22598	29.3632	15.96894	1.33333	3	0
ENST00000397873	ENSG00000100296	6.97955	5.25121	4.22037	0	0	0
ENST00000397906	ENSG00000100154	0	4.50256	0	0	0	0
ENST00000397938	ENSG00000182944	86.85071	215.4386	118.81588	11	12.67768	46.68293
ENST00000398017	ENSG00000183765	0	0	0	0	0	0
ENST00000398042	ENSG00000183597	2	0	3	0	0	0.14286
ENST00000398110	ENSG00000128294	0	0	0	0	0	0
ENST00000398145	ENSG00000100099	5.29858	8.74088	0	0	1	0.86482
ENST00000398215	ENSG00000244752	0	0	0	0	0	0
ENST00000398241	ENSG00000169668	0	0	1	0	0	0
ENST00000398242	ENSG00000215270	0	0	0	0	0	0
ENST00000398245	ENSG00000138867	0	0	0	0	0	0
ENST00000398292	ENSG00000099998	0	0	0	0	0	0
ENST00000398319	ENSG00000099991	56	0	8.53816	0.8	1.66667	0.37372
ENST00000398344	ENSG00000099977	80	518.49201	197.98156	20	7	83
ENST00000398356	ENSG00000133460	0	0	0	0	0	0
ENST00000398465	ENSG00000128218	0	0	0	0	0.5	0
ENST00000398741	ENSG00000185686	0	57.51339	47.57693	0	0	2.93433
ENST00000398743	ENSG00000185686	0	133.11038	20.47501	0	0	11.73733
ENST00000398793	ENSG00000100038	2.86942	2.8	0	0.5	0	1
ENST00000398822	ENSG00000100030	2	8.02559	6	0	1	0
ENST00000398831	ENSG00000100023	0	0	1.15752	0	0	1.60665
ENST00000398869	ENSG00000214727	0	0	0	0	0	0
ENST00000398873	ENSG00000161179	2.48502	9.12128	3.05905	1	0	0
ENST00000398941	ENSG00000100209	1.15705	15.11811	1	1	0	3.60388
ENST00000399133	ENSG00000184436	6.34623	25.75705	6.72454	0	0	2.60905
ENST00000399163	ENSG00000183773	9	0	0	0	0	0
ENST00000399167	ENSG00000183773	0	0	0	0	0	0
ENST00000399213	ENSG00000241973	0	0	0	0	0	0
ENST00000399523	ENSG00000070010	1	1.05959	0	0	0	0
ENST00000399539	ENSG00000237517	0	0	0	0	0	0
ENST00000399562	ENSG00000242259	5.66667	4.63441	4.89646	1.5	0.33333	0.39872
ENST00000399568	ENSG00000242259	13.65	34.97771	2.11667	2	0	3.26795
ENST00000399627	ENSG00000100241	0	0	0	0	0	0
ENST00000399635	ENSG00000206203	0	0	0	0	0	0
ENST00000399687	ENSG00000225293	0	0	0	0	0	0
ENST00000399694	ENSG00000100033	0	0	0	0	0	0
ENST00000399744	ENSG00000215193	0	1.19491	0.32319	0	0	0
ENST00000399765	ENSG00000015475	8.39076	1.06054	1.069	4	0	1.11617
ENST00000399767	ENSG00000015475	7.02893	6.86806	1.21602	0	0	1.3284
ENST00000399774	ENSG00000015475	0	163.8051	28.23591	2	1.5	5.9652
ENST00000399777	ENSG00000099968	0	0	3.862	0	0	0
ENST00000399781	ENSG00000099968	0	0	0	0	0	0
ENST00000399782	ENSG00000099968	0	0	0	0	0	0
ENST00000399796	ENSG00000131100	0	2.22179	3.61475	0	0	0
ENST00000399798	ENSG00000131100	0	3.05548	3	0	0	0
ENST00000399807	ENSG00000183597	0	0	0	0	0	1
ENST00000399813	ENSG00000182902	0	0	0.5	0	0	0
ENST00000399824	ENSG00000187860	1	8	3	0	0	2
ENST00000399837	ENSG00000093072	0	0	0	0	0	0
ENST00000399839	ENSG00000093072	0	0	0	0	0	0
ENST00000399852	ENSG00000069998	0	0	0	0	0	0
ENST00000399875	ENSG00000183307	0	0	0	0	0	0
ENST00000400023	ENSG00000188511	0	0	0	0	0	0
ENST00000400206	ENSG00000283900	0	0	2	1	0	0
ENST00000400221	ENSG00000215403	0	0	0	0	0	0
ENST00000400234	ENSG00000205853	0	0	0	0	0	0
ENST00000400237	ENSG00000128253	0	0	0	0	0	0
ENST00000400242	ENSG00000100150	0	0	0	0	0	0
ENST00000400246	ENSG00000100150	0	0	0	0	0	0
ENST00000400248	ENSG00000100150	0	4	3	0	1	1
ENST00000400249	ENSG00000100150	0	0	0	0	0	0
